"species","movement_type","bodymass","metabolic_type","biomass","fw_name"
"Balanus sp.","sessile",0.01,"invertebrate",0.1,"L3P1.csv"
"Lipophrys pholis","swimming",1.03,"ectotherm vertebrate",1.03,"L3P1.csv"
"Gobius paganellus","swimming",0.2,"ectotherm vertebrate",0.2,"L3P1.csv"
"PhytoP","other",1e-04,"primary producer",2.5,"L3P1.csv"
"Zooplankton","swimming",0.001,"invertebrate",4,"L3P1.csv"
"Aulactinia verrucosa","sessile",0.01,"invertebrate",0.1,"L3P1.csv"
"Sagartia elegans","sessile",0.19,"invertebrate",0.19,"L3P1.csv"
"Palaemon adspersus","swimming",0.1,"invertebrate",0.1,"L3P1.csv"
"Palaemon longirostris","swimming",0.097,"invertebrate",0.77,"L3P1.csv"
"Mytilus galloprovincialis","sessile",0.36,"invertebrate",7.1,"L3P1.csv"
"Hippolyte varians","walking",0.01,"invertebrate",0.01,"L3P1.csv"
"Ulva lactuca","sessile",0.000228,"primary producer",362,"L3P1.csv"
"Calliostoma zizyphinum","walking",6.46,"invertebrate",6.46,"L3P1.csv"
"Lophozozymus incisus","walking",0.77,"invertebrate",0.77,"L3P1.csv"
"Actinia equina","sessile",2.17,"invertebrate",4.33,"L3P1.csv"
"Paracentrotus lividus","walking",8.73,"invertebrate",69.81,"L3P1.csv"
"Patella ulyssiponensis","walking",0.38,"invertebrate",2.26,"L3P1.csv"
"Xantho pilipes","walking",0.01,"invertebrate",0.1,"L3P1.csv"
"Pirimela denticulata","walking",0.98,"invertebrate",0.98,"L3P1.csv"
"Gibbula umbilicalis","walking",0.28,"invertebrate",5.58,"L3P1.csv"
"Codium sp.","sessile",0.000228,"primary producer",440,"L3P1.csv"
"Colpomenia peregrina","sessile",0.000228,"primary producer",3.37,"L3P1.csv"
"Bifurcaria bifurcata","sessile",0.000228,"primary producer",493.5,"L3P1.csv"
"Cystoseira sp.","sessile",0.000228,"primary producer",80,"L3P1.csv"
"Sphacelaria cirrosa","sessile",0.000228,"primary producer",1006.5,"L3P1.csv"
"Saccorhiza polyschides","sessile",0.000228,"primary producer",39.33,"L3P1.csv"
"Dictyota dichotoma","sessile",0.000228,"primary producer",49.87,"L3P1.csv"
"Dictyopteris polypodioides","sessile",0.000228,"primary producer",73,"L3P1.csv"
"Asparagopsis armata","sessile",0.000228,"primary producer",122.67,"L3P1.csv"
"Ellisolandia elongata","sessile",0.000228,"primary producer",223,"L3P1.csv"
"Palmaria palmata","sessile",0.000228,"primary producer",0.1,"L3P1.csv"
"Anemonia sulcata","sessile",44.59,"invertebrate",267.56,"L3P1.csv"
"Nassariidae","walking",0.38,"invertebrate",0.76,"L3P1.csv"
